"filename", "language", "JSON", "C#", "XML", "Markdown", "Properties", "comment", "blank", "total"
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\DoWhile loop\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 0, 1, 1, 5
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\DoWhile loop\obj\Debug\net8.0\DoWhile loop.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 0, 9, 5, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\DoWhile loop\obj\Debug\net8.0\DoWhile loop.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 13, 0, 1, 14
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\DoWhile loop\obj\Debug\net8.0\DoWhile loop.GlobalUsings.g.cs", "C#", 0, 7, 0, 0, 0, 1, 1, 9
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\DoWhile loop\obj\Debug\net8.0\DoWhile loop.sourcelink.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\DoWhile loop\obj\DoWhile loop.csproj.nuget.dgspec.json", "JSON", 73, 0, 0, 0, 0, 0, 0, 73
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\DoWhile loop\obj\DoWhile loop.csproj.nuget.g.props", "XML", 0, 0, 16, 0, 0, 0, 0, 16
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\DoWhile loop\obj\DoWhile loop.csproj.nuget.g.targets", "XML", 0, 0, 2, 0, 0, 0, 0, 2
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\DoWhile loop\obj\project.assets.json", "JSON", 79, 0, 0, 0, 0, 0, 0, 79
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\While loop\Program.cs", "C#", 0, 14, 0, 0, 0, 0, 4, 18
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\While loop\While loop.csproj", "XML", 0, 0, 9, 0, 0, 0, 3, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\While loop\bin\Debug\net8.0\While loop.deps.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\While loop\bin\Debug\net8.0\While loop.runtimeconfig.json", "JSON", 12, 0, 0, 0, 0, 0, 0, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\While loop\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 0, 1, 1, 5
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\While loop\obj\Debug\net8.0\While loop.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 0, 9, 5, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\While loop\obj\Debug\net8.0\While loop.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 13, 0, 1, 14
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\While loop\obj\Debug\net8.0\While loop.GlobalUsings.g.cs", "C#", 0, 7, 0, 0, 0, 1, 1, 9
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\While loop\obj\Debug\net8.0\While loop.sourcelink.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\While loop\obj\While loop.csproj.nuget.dgspec.json", "JSON", 73, 0, 0, 0, 0, 0, 0, 73
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\While loop\obj\While loop.csproj.nuget.g.props", "XML", 0, 0, 16, 0, 0, 0, 0, 16
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\While loop\obj\While loop.csproj.nuget.g.targets", "XML", 0, 0, 2, 0, 0, 0, 0, 2
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.3 Celcius til Fahrenheit Alternativer\While loop\obj\project.assets.json", "JSON", 79, 0, 0, 0, 0, 0, 0, 79
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.4 Areal af Cirkler\10.4 Areal af Cirkler.csproj", "XML", 0, 0, 9, 0, 0, 0, 3, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.4 Areal af Cirkler\Program.cs", "C#", 0, 12, 0, 0, 0, 0, 3, 15
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.4 Areal af Cirkler\bin\Debug\net8.0\10.4 Areal af Cirkler.deps.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.4 Areal af Cirkler\bin\Debug\net8.0\10.4 Areal af Cirkler.runtimeconfig.json", "JSON", 12, 0, 0, 0, 0, 0, 0, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.4 Areal af Cirkler\obj\10.4 Areal af Cirkler.csproj.nuget.dgspec.json", "JSON", 73, 0, 0, 0, 0, 0, 0, 73
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.4 Areal af Cirkler\obj\10.4 Areal af Cirkler.csproj.nuget.g.props", "XML", 0, 0, 16, 0, 0, 0, 0, 16
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.4 Areal af Cirkler\obj\10.4 Areal af Cirkler.csproj.nuget.g.targets", "XML", 0, 0, 2, 0, 0, 0, 0, 2
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.4 Areal af Cirkler\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 0, 1, 1, 5
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.4 Areal af Cirkler\obj\Debug\net8.0\10.4 Areal af Cirkler.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 0, 9, 5, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.4 Areal af Cirkler\obj\Debug\net8.0\10.4 Areal af Cirkler.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 13, 0, 1, 14
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.4 Areal af Cirkler\obj\Debug\net8.0\10.4 Areal af Cirkler.GlobalUsings.g.cs", "C#", 0, 7, 0, 0, 0, 1, 1, 9
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.4 Areal af Cirkler\obj\Debug\net8.0\10.4 Areal af Cirkler.sourcelink.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.4 Areal af Cirkler\obj\project.assets.json", "JSON", 79, 0, 0, 0, 0, 0, 0, 79
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.5 Primtal\10.5 Primtal.csproj", "XML", 0, 0, 9, 0, 0, 0, 3, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.5 Primtal\Program.cs", "C#", 0, 20, 0, 0, 0, 0, 3, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.5 Primtal\bin\Debug\net8.0\10.5 Primtal.deps.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.5 Primtal\bin\Debug\net8.0\10.5 Primtal.runtimeconfig.json", "JSON", 12, 0, 0, 0, 0, 0, 0, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.5 Primtal\obj\10.5 Primtal.csproj.nuget.dgspec.json", "JSON", 73, 0, 0, 0, 0, 0, 0, 73
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.5 Primtal\obj\10.5 Primtal.csproj.nuget.g.props", "XML", 0, 0, 16, 0, 0, 0, 0, 16
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.5 Primtal\obj\10.5 Primtal.csproj.nuget.g.targets", "XML", 0, 0, 2, 0, 0, 0, 0, 2
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.5 Primtal\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 0, 1, 1, 5
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.5 Primtal\obj\Debug\net8.0\10.5 Primtal.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 0, 9, 5, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.5 Primtal\obj\Debug\net8.0\10.5 Primtal.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 13, 0, 1, 14
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.5 Primtal\obj\Debug\net8.0\10.5 Primtal.GlobalUsings.g.cs", "C#", 0, 7, 0, 0, 0, 1, 1, 9
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.5 Primtal\obj\Debug\net8.0\10.5 Primtal.sourcelink.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\10. Loops\10.5 Primtal\obj\project.assets.json", "JSON", 79, 0, 0, 0, 0, 0, 0, 79
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.10 Længden af en Måned\11.10 Længden af en Måned.csproj", "XML", 0, 0, 9, 0, 0, 0, 3, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.10 Længden af en Måned\Program.cs", "C#", 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.10 Længden af en Måned\bin\Debug\net8.0\11.10 Længden af en Måned.deps.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.10 Længden af en Måned\bin\Debug\net8.0\11.10 Længden af en Måned.runtimeconfig.json", "JSON", 12, 0, 0, 0, 0, 0, 0, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.10 Længden af en Måned\obj\11.10 Længden af en Måned.csproj.nuget.dgspec.json", "JSON", 73, 0, 0, 0, 0, 0, 0, 73
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.10 Længden af en Måned\obj\11.10 Længden af en Måned.csproj.nuget.g.props", "XML", 0, 0, 16, 0, 0, 0, 0, 16
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.10 Længden af en Måned\obj\11.10 Længden af en Måned.csproj.nuget.g.targets", "XML", 0, 0, 2, 0, 0, 0, 0, 2
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.10 Længden af en Måned\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 0, 1, 1, 5
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.10 Længden af en Måned\obj\Debug\net8.0\11.10 Længden af en Måned.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 0, 9, 5, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.10 Længden af en Måned\obj\Debug\net8.0\11.10 Længden af en Måned.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 13, 0, 1, 14
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.10 Længden af en Måned\obj\Debug\net8.0\11.10 Længden af en Måned.GlobalUsings.g.cs", "C#", 0, 7, 0, 0, 0, 1, 1, 9
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.10 Længden af en Måned\obj\Debug\net8.0\11.10 Længden af en Måned.sourcelink.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.10 Længden af en Måned\obj\project.assets.json", "JSON", 79, 0, 0, 0, 0, 0, 0, 79
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.11 Primtal\11.11 Primtal.csproj", "XML", 0, 0, 9, 0, 0, 0, 3, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.11 Primtal\Program.cs", "C#", 0, 26, 0, 0, 0, 0, 6, 32
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.11 Primtal\bin\Debug\net8.0\11.11 Primtal.deps.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.11 Primtal\bin\Debug\net8.0\11.11 Primtal.runtimeconfig.json", "JSON", 12, 0, 0, 0, 0, 0, 0, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.11 Primtal\obj\11.11 Primtal.csproj.nuget.dgspec.json", "JSON", 73, 0, 0, 0, 0, 0, 0, 73
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.11 Primtal\obj\11.11 Primtal.csproj.nuget.g.props", "XML", 0, 0, 16, 0, 0, 0, 0, 16
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.11 Primtal\obj\11.11 Primtal.csproj.nuget.g.targets", "XML", 0, 0, 2, 0, 0, 0, 0, 2
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.11 Primtal\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 0, 1, 1, 5
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.11 Primtal\obj\Debug\net8.0\11.11 Primtal.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 0, 9, 5, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.11 Primtal\obj\Debug\net8.0\11.11 Primtal.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 13, 0, 1, 14
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.11 Primtal\obj\Debug\net8.0\11.11 Primtal.GlobalUsings.g.cs", "C#", 0, 7, 0, 0, 0, 1, 1, 9
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.11 Primtal\obj\Debug\net8.0\11.11 Primtal.sourcelink.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.11 Primtal\obj\project.assets.json", "JSON", 79, 0, 0, 0, 0, 0, 0, 79
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.12 Kalender\11.12 Kalender.csproj", "XML", 0, 0, 9, 0, 0, 0, 3, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.12 Kalender\Program.cs", "C#", 0, 24, 0, 0, 0, 0, 5, 29
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.12 Kalender\bin\Debug\net8.0\11.12 Kalender.deps.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.12 Kalender\bin\Debug\net8.0\11.12 Kalender.runtimeconfig.json", "JSON", 12, 0, 0, 0, 0, 0, 0, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.12 Kalender\obj\11.12 Kalender.csproj.nuget.dgspec.json", "JSON", 73, 0, 0, 0, 0, 0, 0, 73
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.12 Kalender\obj\11.12 Kalender.csproj.nuget.g.props", "XML", 0, 0, 16, 0, 0, 0, 0, 16
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.12 Kalender\obj\11.12 Kalender.csproj.nuget.g.targets", "XML", 0, 0, 2, 0, 0, 0, 0, 2
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.12 Kalender\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 0, 1, 1, 5
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.12 Kalender\obj\Debug\net8.0\11.12 Kalender.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 0, 9, 5, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.12 Kalender\obj\Debug\net8.0\11.12 Kalender.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 13, 0, 1, 14
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.12 Kalender\obj\Debug\net8.0\11.12 Kalender.GlobalUsings.g.cs", "C#", 0, 7, 0, 0, 0, 1, 1, 9
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.12 Kalender\obj\Debug\net8.0\11.12 Kalender.sourcelink.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.12 Kalender\obj\project.assets.json", "JSON", 79, 0, 0, 0, 0, 0, 0, 79
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.13 Kalender Prettyprinting\11.13 Kalender Prettyprinting.csproj", "XML", 0, 0, 9, 0, 0, 0, 3, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.13 Kalender Prettyprinting\Program.cs", "C#", 0, 57, 0, 0, 0, 0, 10, 67
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.13 Kalender Prettyprinting\bin\Debug\net8.0\11.13 Kalender Prettyprinting.deps.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.13 Kalender Prettyprinting\bin\Debug\net8.0\11.13 Kalender Prettyprinting.runtimeconfig.json", "JSON", 12, 0, 0, 0, 0, 0, 0, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.13 Kalender Prettyprinting\obj\11.13 Kalender Prettyprinting.csproj.nuget.dgspec.json", "JSON", 73, 0, 0, 0, 0, 0, 0, 73
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.13 Kalender Prettyprinting\obj\11.13 Kalender Prettyprinting.csproj.nuget.g.props", "XML", 0, 0, 16, 0, 0, 0, 0, 16
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.13 Kalender Prettyprinting\obj\11.13 Kalender Prettyprinting.csproj.nuget.g.targets", "XML", 0, 0, 2, 0, 0, 0, 0, 2
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.13 Kalender Prettyprinting\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 0, 1, 1, 5
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.13 Kalender Prettyprinting\obj\Debug\net8.0\11.13 Kalender Prettyprinting.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 0, 9, 5, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.13 Kalender Prettyprinting\obj\Debug\net8.0\11.13 Kalender Prettyprinting.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 13, 0, 1, 14
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.13 Kalender Prettyprinting\obj\Debug\net8.0\11.13 Kalender Prettyprinting.GlobalUsings.g.cs", "C#", 0, 7, 0, 0, 0, 1, 1, 9
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.13 Kalender Prettyprinting\obj\Debug\net8.0\11.13 Kalender Prettyprinting.sourcelink.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.13 Kalender Prettyprinting\obj\project.assets.json", "JSON", 79, 0, 0, 0, 0, 0, 0, 79
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.14 Sudoku Checker\11.14 Sudoku Checker.csproj", "XML", 0, 0, 9, 0, 0, 0, 3, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.14 Sudoku Checker\Program.cs", "C#", 0, 83, 0, 0, 0, 4, 14, 101
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.14 Sudoku Checker\bin\Debug\net8.0\11.14 Sudoku Checker.deps.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.14 Sudoku Checker\bin\Debug\net8.0\11.14 Sudoku Checker.runtimeconfig.json", "JSON", 12, 0, 0, 0, 0, 0, 0, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.14 Sudoku Checker\obj\11.14 Sudoku Checker.csproj.nuget.dgspec.json", "JSON", 73, 0, 0, 0, 0, 0, 0, 73
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.14 Sudoku Checker\obj\11.14 Sudoku Checker.csproj.nuget.g.props", "XML", 0, 0, 16, 0, 0, 0, 0, 16
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.14 Sudoku Checker\obj\11.14 Sudoku Checker.csproj.nuget.g.targets", "XML", 0, 0, 2, 0, 0, 0, 0, 2
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.14 Sudoku Checker\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 0, 1, 1, 5
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.14 Sudoku Checker\obj\Debug\net8.0\11.14 Sudoku Checker.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 0, 9, 5, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.14 Sudoku Checker\obj\Debug\net8.0\11.14 Sudoku Checker.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 13, 0, 1, 14
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.14 Sudoku Checker\obj\Debug\net8.0\11.14 Sudoku Checker.GlobalUsings.g.cs", "C#", 0, 7, 0, 0, 0, 1, 1, 9
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.14 Sudoku Checker\obj\Debug\net8.0\11.14 Sudoku Checker.sourcelink.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.14 Sudoku Checker\obj\project.assets.json", "JSON", 79, 0, 0, 0, 0, 0, 0, 79
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.4 Størst i Array\11.4 Størst i Array.csproj", "XML", 0, 0, 9, 0, 0, 0, 3, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.4 Størst i Array\Program.cs", "C#", 0, 19, 0, 0, 0, 0, 6, 25
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.4 Størst i Array\bin\Debug\net8.0\11.4 Størst i Array.deps.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.4 Størst i Array\bin\Debug\net8.0\11.4 Størst i Array.runtimeconfig.json", "JSON", 12, 0, 0, 0, 0, 0, 0, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.4 Størst i Array\obj\11.4 Størst i Array.csproj.nuget.dgspec.json", "JSON", 73, 0, 0, 0, 0, 0, 0, 73
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.4 Størst i Array\obj\11.4 Størst i Array.csproj.nuget.g.props", "XML", 0, 0, 16, 0, 0, 0, 0, 16
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.4 Størst i Array\obj\11.4 Størst i Array.csproj.nuget.g.targets", "XML", 0, 0, 2, 0, 0, 0, 0, 2
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.4 Størst i Array\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 0, 1, 1, 5
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.4 Størst i Array\obj\Debug\net8.0\11.4 Størst i Array.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 0, 9, 5, 23
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.4 Størst i Array\obj\Debug\net8.0\11.4 Størst i Array.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 13, 0, 1, 14
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.4 Størst i Array\obj\Debug\net8.0\11.4 Størst i Array.GlobalUsings.g.cs", "C#", 0, 7, 0, 0, 0, 1, 1, 9
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.4 Størst i Array\obj\Debug\net8.0\11.4 Størst i Array.sourcelink.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.4 Størst i Array\obj\project.assets.json", "JSON", 79, 0, 0, 0, 0, 0, 0, 79
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.6 Multiplikationstabel\11.6 Multiplikationstabel.csproj", "XML", 0, 0, 9, 0, 0, 0, 3, 12
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.6 Multiplikationstabel\Program.cs", "C#", 0, 16, 0, 0, 0, 0, 6, 22
"c:\Users\emilj\Documents\SDU\OOP\oop-exercises\11. Arrays\11.6 Multiplikationstabel\bin\Debug\net8.0\11.6 Multiplikationstabel.deps.json", "JSON", 23, 0, 0, 0, 0, 0, 0, 23
